	text	label
4439	`` We see that the market continues to be tight in magazine papers , and our target is to close the deals by the end of the year . '	negative
2360	15 November 2010 - Finnish energy company Fortum Oyj HEL : FUM1V said today it and partners started negotiations to establish a new operating model for energy supply in the Turku region of western Finland 	neutral
2232	The group will expand the chain to include 45 stores 	positive
438	KAUKO-TELKO LTD PRESS RELEASE 19.06.2007 AT 14.00 1 ( 1 ) Telko Group ( Kauko-Telko ) is expanding its strategic partnership with BP Industrial Lubricants & Services ( BP ILS ) by acquiring total ownership of BP 's Swedish retail company , Molub-Alloy AB 	positive
772	Of the price , Kesko 's share is 10 mln euro $ 15.5 mln and it will recognize a gain of 4.0 mln euro $ 6.2 mln on the disposal which will be included in the result for the second quarter of 2008 	positive
574	When the OMX market forwards mature on May 16 , 2008 , Novator Finland Oy 's direct shareholding in Amer Sports Corporation will exceed one-fifth 1-5 of the company 's shares and voting rights 	neutral
1425	The shipyard hopes the regional government in Andalusia can offer its some form of financial support 	neutral
1420	The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones 	neutral
2471	He confirmed his view on July 6 	neutral
4324	It 's very difficult to become a Google Analytics channel partner 	neutral
462	Vaisala Oyj Press Release September 30 , 2010 Vaisala has signed a contract to sell its oxygen measurement technology and business to SICK Maihak GmbH 	positive
3813	The contract value amounts to EUR 2.4 million 	neutral
323	Commission income rose by 25.7 % to EUR 16.1 mn from EUR 12.8 mn in 2004 	positive
426	Finnish business software group AffectoGenimap Oyj said it had signed an agreement to acquire all the shares in Swedish sector company Intellibis Ab for 12 mln euro ( $ 15.8 mln ) on a debt-free basis 	positive
107	In Lithuania , operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005 	positive
92	4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 	positive
4519	We offer challenging and interesting employment for over 20,000 people in 20 countries throughout Europe 	neutral
286	The aim is to increase sales by at least one fifth in 2006 	positive
4263	The measures result from weak demand in the shipbuilding industry 	negative
1614	The company had earlier said that it was considering different strategic options for the struggling low-cost mobile operator , including a divestment of its holding 	neutral
2603	The company 's share is quoted on NASDAQ OMX Helsinki Rautaruukki Oyj : RTRKS 	neutral
3463	YIT Kausta will build commercial and residential highrises in Virsuliskes area 	neutral
2502	Last week , however , Nokia announced that it will pursue a long-term relationship with Microsoft , and make the Windows Phone 7 operating system the foundation for Nokia mobile phones 	neutral
1093	The guidance has been set at 90 basis points over mid-swaps , the report said 	neutral
420	Capman , the Finnish alternative asset manager , has made an acquisition for its Helsinki-focused vehicle , Real Estate Fund I. The fund has bought a seven-story office built in 1973 that underwent refurbishment at the end of the 1990s 	neutral
2468	Grounds for the notification : Tiimari Plc 12/30/2010 issued Capital Convertible Loan allocation decision by the Board on 01/31/2011 	neutral
3797	The company has an annual turnover of EUR32 .8 m	neutral
343	Last year 's net sales rose to EUR 68.3 million from EUR 62.2 million 	positive
2345	According to latest information , Benefon will launch its Twig device on 20 September 2006 	neutral
4110	Finnish Benefon denies claims made in the press that the company is giving up its mobile handset business 	neutral
3771	The bond , with a maturity of five years , is part of the bank 's domestic bond program 	neutral
911	The planned facility , estimated to cost around $ 814 million , would be the largest biodiesel plant in the world , and use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) 	positive
2020	In the beginning of this year , Wartsila had secured an order to deliver four gas-fuelled main engines and propulsion machinery for the same vessel 	positive
199	Finnish security and privacy software solutions developer Stonesoft Oyj said on January 7 , 2008 that the preliminary sales of its StoneGate products grew by 59 pct year-on-year to 3.6 mln euro ( $ 5.3 mln ) for the fourth quarter of 2007 	positive
3163	The approximately 20,000 dwt vessel has been ordered from India 	neutral
292	The EPS outlook was increased by 5.6 pct for 2007 and 7.0 pct for 2008 	positive
4490	In addition , we will launch a versatile online service to complete the traditional printed newspaper , Mr. Valkama says 	neutral
3942	The Web-Marela application handles invitations to quote , quote comparisons , agreements , purchases , invoice inspections , inventory management , and deliveries 	neutral
4578	4 February 2011 - Finnish privacy and security software developer Tectia Oyj ( HEL : TEC1V ) said Wednesday it has set up two strategic business units - managed security and mobile authentication 	neutral
1491	A new Kveyt light variety of Suomalainen Pekoni marketed under the Atria brand name is now available to consumers in Finland 	positive
3704	Okmetic has a global customer base and sales network , production plants in Finland and the US and contract manufacturers in Japan and China 	neutral
2238	The opening of the portal is part of the expansion strategy of Alma Media 's Marketplaces business unit 	neutral
4700	Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 	negative
1288	Name of Applicant : Jot Automation OYName of Inventor : Mammila Tuomo , Piirainen Mika and Kellokoski MikaApplication No. : 2424-KOLNP-2008 ADate of filing of Application : 16-06-2008Publication Date : 30/01/200	neutral
3634	In July it and Quadriga Capital sold their Lewa GmbH pump-making business to Japan 's Nikkiso Co. 	neutral
696	11 August 2010 - Finnish measuring equipment maker Vaisala Oyj HEL : VAIAS said today that its net loss widened to EUR4 .8 m in the first half of 2010 from EUR2 .3 m in the corresponding period a year earlier 	negative
3903	The selling consortium includes funds managed by OKO Bank 's venture capital unit , Bio Fund Management and Finnish Industry Investment , a government-owned investment group 	neutral
894	The buyer aims to thus reinforce its position in Denmark , Martela Group managing director Heikki Martela said 	positive
2251	Under the agreement Ponsse will provide forest machine maintenance services to Stora Enso 's Russian wood procurement operations 	neutral
645	Finnish sports equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today that its net loss narrowed to EUR 16.9 million ( USD 22.3 m ) in the second quarter of 2010 from EUR 23.2 million in the corresponding period a year earlier 	positive
2383	According to Gallup Food and Farm Facts , beef consumption totaled 99mn kilos in Finland in 2007 	neutral
1296	Of these shares 14,747,084 are held by the Company and the number of outstanding shares and voting rights attached to the shares amounts thus to 161,256,847 	neutral
4540	According to Chairman Michael Hornborg , the organizations has merely criticised Raisio 's weak performance 	neutral
1998	The low capacity utilisation rate in steel production considerably increases the fixed costs per unit of steel produced 	negative
2917	from BUSINESS LINE , May 16 , 2008 Sriperumbudur , May 15 - Nokia 's two key suppliers - Aspocomp and Wintek - are likely to start operations within three months in the Nokia Telecom Park at Sriperumbudur , 45 km west off Chennai 	neutral
2153	Net interest income totaled EUR 15.9 mn , compared to EUR 15.6 mn a year earlier 	positive
3844	The expanded company will continue to be called NewPage 	neutral
511	The company plans to spend the proceeds from the rights offering for strengthening its balance sheet 	neutral
4188	Finland-based international machinery rental company Ramirent Plc ( OMX Helsinki : RMR1V ) said on Friday ( 9 May ) that its president and CEO , Kari Kallio , has informed the board of his intention to retire in year 2009 	neutral
4304	After the split , the company would have 26,885,540 Series A shares and 9,540,000 Series K shares 	neutral
3087	Presentation materials will be posted on the company 's website : www.seahawkdrilling.com in the `` Investor Relations '' section , on the `` Webcast & Presentations '' tab 	neutral
2864	Danske Bank is Denmark 's largest bank with 3.5 million customers 	neutral
940	According to a report by Neomarkka , Kuitu Finland 's customers are interested in buying the company 's products when it restarts production 	positive
2403	Also , Westpac is to issue a benchmark , 18 month FRN deal in Euros 	neutral
2391	According to the report , Elisa 's and DNA 's joint market share of Finland 's telecom market is 59 % 	neutral
3925	The total value of the project is about EUR53m , including the plots that will be transferred to Atria 	neutral
1649	The potential acquirer is Cencorp Corporation which is a related entity to SAV owing to each of SAV and Cencorp being a subsidiary of the Finnish Savcor Group Oy 	neutral
1648	The pipeline is strong 	positive
3413	Therefore , Phase III of the research will not be conducted by Abbott 	neutral
2096	Finland-based international machinery rental company Ramirent Plc ( OMX Helsinki : RMR1V ) reported on Friday ( 15 August ) an operating profit of EUR65 .0 m on net sales of EUR342 .9 m for the period January-June 2008 	neutral
2684	The transaction will take place without payment of merger consideration 	neutral
0	According to Gran , the company has no plans to move all production to Russia , although that is where the company is growing 	neutral
4311	Currently the quarterly applied surcharges differ significantly from the actual market prices 	neutral
2323	The forecast for 2012 is 3.3 % 	neutral
1127	`` I 'm happy with the outcome , '' Sneed said after the hearing 	positive
522	The order consists of capacity expansion , maintenance services and new charging functionality , the company said 	neutral
1187	BG AD , Bulgaria 's leading Internet company 	positive
2207	The company expects net sales of 65 mln euro ( $ 85.1 mln ) for 2006 	neutral
1617	The company pledged that the new software would render e-mails and other documents much as they appear on desktop computers 	neutral
4843	Operating profit fell to EUR 35.4 mn from EUR 68.8 mn in 2007 , including vessel sales gain of EUR 12.3 mn 	negative
2934	HELSINKI ( Thomson Financial ) - M-real said it will exercise an option to buy a 50MW natural gas power plant and land in Kyroskoski , Finland , for around 13 mln eur from Kyro Oyj 	positive
1684	UNC Charlotte would also deploy SSH Tectia Connector to enable secure application connectivity 	neutral
2523	No financial details were reported 	neutral
2766	Activities range from the development of natural resources to the retailed marketing of finished products 	neutral
2017	In 2009 , KONE had annual net sales of EUR 4.7 billion and approximately 34,000 employees 	neutral
401	Scandic Feed will also diversify Tosno 's product portfolio further 	neutral
1015	Juha-Pekka Weckstr+Âm has been appointed President of telecom group TeliaSonera Finland to succeed Esa Rautalinko 	neutral
494	In August , Latvijas Finieris ordered all production lines for a new green veneer mill to be built in Ukmerge , Lithuania 	neutral
908	The original name Componenta +àm+Ñl , as a subsidiary of the Finnish Componenta Group , has been changed to +àm+Ñl Components and the company has seen a 63 % growth in Q1 2010 , in comparison to Q1 2009 	positive
3643	In the third quarter of 2007 , net sales totaled EUR 25.95 mn , and operating profit EUR 3.88 mn 	neutral
1035	FinancialWire tm is a fully independent , proprietary news wire service 	neutral
296	The German company has also signed a code share agreement with another Oneworld member -- American Airlines Inc , part of US-based AMR Corp ( NYSE : AMR ) 	positive
3497	A total EUR73 .7 m will be provided as secured senior three-year debt from the syndicate , involving Pohjola Bank HEL : POH1S , the Finnish arm of Nordea Bank AB STO : NDA , and Sampo Bank HEL : SAMAS 	neutral
4143	Trading code : ELI1V Number of shares : 99,483 Price-share : Gratuitous After the transfer , Elisa holds a total of 10,435,023 own shares 	neutral
1059	Mr. Jorma Valkama , Managing Director of Suomen Paikallissanomat Oy , states that Rannikkoseutu complements in an outstanding way the current product range of the company 	neutral
1174	An  of the invention , released by the Patent Office , said : `` The chambers are pressurized 	neutral
2056	The value of orders on hand totaled EUR 237.1 mn 	neutral
627	18 January 2010 - Finnish IT consultancy Trainers ' House Oyj HEL : TRH1V said last Friday it resolved to issue a EUR5m hybrid bond to domestic investors in a bid to strengthen its capital structure 	positive
4402	Kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on Jan. 21 and the Saltonstall state office building on Jan. 23 	negative
1604	The aim is to convert the plants into flexible manufacturers of new and technologically demanding products 	positive
2967	Includes company and brand share data by category , as well as distribution channel data 	neutral
4413	Okmetic expects its net sales for the first half of 2009 to be less than in 2008 	negative
2874	During the rally , which was authorized by the city administration , a consulate official came out to the workers , spoke to them and took a letter from them 	neutral
1826	`` We are delighted to welcome Elisa to our Board of Directors , '' said Garry McGuire , CEO of RMG Networks 	positive
707	Exports make up more than 80 per cent of our sales , so the name Glaston also reflects a truly internationally operating company , '' explains Kyro 's President & CEO Mika Seitovirta 	neutral
628	ALEXANDRIA , Va. , Oct. 15 -- Aaron Moss of Hampshire , Great Britain , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced 	neutral
3021	MANAVIGATOR-November 1 , 2010-Deal snapshot : SWEDISH PEAB BUYS EQUIPMENT RENTAL FIRM CRAMO Swedish construction company Peab AB ( STO : PEAB B ) announced the acquisition of equipment rental company Cramo Entreprenadmaskiner AB from Finnish group Cramo Oyj ( HEL : CRA1V ) 	neutral
4335	Temporary layoffs in these units have already started 	neutral
3590	Finnish sports equipment company Amer Sports said it has decided to lay off 370 workers from its Salomon division in France 	negative
2634	The fish content of the nuggets is 85 % , and the fish comes from Canada and Finland 	neutral
25	Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009 	positive
1724	Finnish lifting equipment maker Kone Oyj said on October 4 , 2007 it won an order worth 15 mln euro $ 21.2 mln to deliver a total of 53 custom designed elevators to Norwegian shipbuilder Aker Yards ASA 	positive
3032	Metso Oyj said it has sold its spreader roll manufacturing business and related assets in the town of Nokia , southern Finland , to a group of Finnish investors , who will operate the business under the name of Finbow Oy 	neutral
1593	s already good position in the technical building services market in Ostrobothnia 	neutral
2629	The Finnish business delegation includes representatives from over 20 companies that include Nokia Corp , Finnfund , Outokumpu Oyj , OKO Bank , Alteams Oy and Cargotec Corp. 	neutral
1997	ADP News - Feb 13 , 2009 - Finnish retailer Kesko Oyj HEL : KESBV said today its total sales , excluding value added tax VAT , stood at EUR 661.3 million USD 853.1 m in January 2009 , down 15.2 % year-on-ye	negative
3874	The operations to be sold include manufacturing units in Finland , France , Poland and Turkey , as well as sales units in Germany and Lithuania 	neutral
3981	Vianor sells tires for cars and trucks as well as a range of other car parts and provides maintenance services 	neutral
2770	Affecto has participated in the program for the development of the Norwegian pension system since 2007 	neutral
1221	Finnish consumers prefer to buy the cheapest beer brand 	neutral
3280	The market value of one crane is some USD6m , reported the Finnish news agency STT 	neutral
681	Profit before taxes decreased by 9 % to EUR 187.8 mn in the first nine months of 2008 , compared to EUR 207.1 mn a year earlier 	negative
4371	Border Guard Service has banned the mooring of the company car-shipping ferry on its test travel at the railroad-car terminal of the Russian port as the border checkpoint is not yet ready 	negative
1386	The handset also features a Media Bar for quick access to favorite media and applications , including music , photos , YouTube or Ovi Share 	neutral
3067	On the other hand , Montevideo said that having the two mills working in the area will generate jobs 	positive
3594	Following the acquisitions , Panostaja will establish a new business unit which will focus on heat treatment of metals 	neutral
4716	The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009 	negative
3541	Based on the 2005 calendar year the combined company had EUR15 .8 bn in pro forma annual revenues and is expected to start operations with 60,000 employees 	neutral
2182	Re-use back into PET bottles has also steadily increased and the rate of use in strapping tape has picked up again after a dip in 2005 , Petcore said previously 	positive
2386	According to statistics by the Finnish Maritime Administration , shipping did not increase much in January-August 2009 , however 	neutral
2387	According to the company , a decision in the issue will be made in the summer of 2010 , at the earliest , and in the summer of 2011 , at the latest 	neutral
4336	The beers differ slightly from mainstream beers 	neutral
865	Metso Paper 's delivery will comprise an Advantage DCT 200 tissue machine including quality control and distributed control systems ( QCS-DCS ) 	neutral
3511	Ahlstrom , headquartered in Helsinki , Finland , is a global company involved in the development , manufacture and marketing of high performance fibre-based materials 	neutral
2832	Beef imports fell slightly from 2006 , to 14mn kilos 	neutral
497	ADPnews - Jun 30 , 2009 - Finnish stainless steel maker Outokumpu Oyj HEL : OUT1V said yesterday it signed a three-year EUR 900 million USD 1.3 bn revolving credit facility 	positive
1988	Upon completion , Keskuskatu will form the backbone of Helsinki 's pedestrianised downtown area , linking up with the city 's other main pedestrian precincts 	positive
4460	Efore 's results for the last quarter showed an even faster improvement as the company managed to better source its components 	positive
101	Circulation revenue has increased by 5 % in Finland and 4 % in Sweden in 2008 	positive
3338	The proposed consolidation activities will impact approximately 30 positions 	neutral
366	Ruukki signed the contract with Norwegian company Veidekke Entreprenor AS 	positive
2077	According to Scanfil 's President Harri Takanen , Scanfil 's investment activity proceeded according to the strategy on several fronts in 2010 	neutral
128	The company 's consolidated operating profit amounted to EUR 15.86 mn , up from EUR 4.14 mn year-on-year 	positive
571	Following this increase Huhtamaki 's registered share capital is EUR360 .62 m and the number of shares outstanding is 106,063,320 	neutral
2255	We can capitalize on our experience from a number of similar bridge projects in the Nordic countries 	positive
725	Okmetic 's products are based on high-tech expertise that generates added value for customers , innovative product development and an extremely efficient production process 	positive
650	( ADP News ) - Feb 9 , 2009 - Finnish computer services company Proha Oyj ( HEL : ART1V ) said today its net loss narrowed to EUR 113,000 ( USD 146,000 ) for 2008 from EUR 1.2 million for 2007 	positive
3438	Under the plan , which CSES worked out together with Public Policy Management Institute ( PPMI ) and other partners , buildings with a total area of 10,000 square meters should be built on the territory in the first phase 	neutral
2550	Public services will also be available 	neutral
4398	Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 	negative
948	Exel Composites ' long-term growth prospects remain favourable , however 	positive
444	Solidium picked up Tikkurila shares as a dividend at a book value of EUR15 .80 per share 	neutral
1343	Strategic and operational business information is objectively reported 	neutral
904	The Group 's cash flow from operations will be positive 	positive
4300	4 January 2011 - Finnish media company Alma Media Corporation HEL : ALN1V said today its online recruitment service Monster Oy will partner with local newspaper publisher Suomen Lehtiyhtyma in listing job advertisements 	neutral
327	Elisa said mobile subscriptions grew 7 percent during 2007 , mainly because of customers adopting so-called third generation mobile technology 	positive
1378	The EUR 0.7 million non-recurring expenses have been recorded for the third quarter 	neutral
1162	Aho is proud of the company 's new product , Lordi-Cola 	neutral
4176	As a part of the plan , the Board of Directors decided to transfer a maximum of 330,000 shares held by the company in a share issue against payment directed to Aspo Management Oy , a holding company acquired by the management 	neutral
532	UK 's Sarantel to outsource part of its processes to Elcoteq plant in Estonia LONDON , Oct 13 , BNS - The British miniature antennas maker Sarantel has signed an agreement to outsource its assembly test and supply chain processes to the plant of Elcoteq in the Estonian capital Tallinn 	neutral
632	The new technology improves the glass quality and consistency while increasing throughput 	positive
877	Raute Corporation has received orders worth over EUR 12 million from OOO Ilim Bratsk DOK in Russia 	positive
525	The revenues of the business reached NOK 12 million for 2008 	neutral
3720	pct lower at 4,442.10 	neutral
550	Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Denmark 's Royal Unibrew , raised its market share to 25.2 percent from 23.91 percent , as beer sales for the nine months jumped by 11.4 percent to 52.99 million liters 	positive
1322	Ramirent is a leading company in machinery and equipment rentals for construction and industry 	positive
2340	Following its strategy , Tikkurila has established a fully-owned sales company TOO Tikkurila in Almaty , Kazakhstan , for marketing decorative paints under the Finnish Tikkurila brand and the Russian Teks brand 	neutral
3362	The shares represented 4.998 % of total share capital and 2.14 % of total voting rights 	neutral
694	Neste Oil said it will build a biodiesel production facility in Rotterdam , the Netherlands , at an estimated cost of 670 million euros , naming France-based Technip as the project 's main contractor 	neutral
1417	The Russian government will contribute 20 % of the necessary funds , he said 	neutral
1494	A. Le Coq Special was developed for the bicentenary of the company and the trade mark , the brewer said 	neutral
3259	The full MidnightTrader extended-hours trading analysis and news service is available in real-time through COMTEX 	neutral
3562	Currently , 95 % of Trainers House 's revenues are attributed to the Finnish market 	neutral
1164	ALEXANDRIA , Va. , Aug. 27 -- Timo Vataja of Tampere , Finland , Virve Inget of Oulu , Finland , have developed a computer program product with activating the right of use 	neutral
3187	The company does not disclose the sum it applied for 	neutral
4071	Scanfil has also issued a profit warning 	negative
21	( Filippova ) A trilateral agreement on investment in the construction of a technology park in St Petersburg was to have been signed in the course of the forum , Days of the Russian Economy , that opened in Helsinki today 	positive
2783	Aldata Solution Oyj Stock Exchange Release 11 August 2006 , at 11.00 am ALDATA SHARES SUBSCRIBED FOR WITH 2003 STOCK OPTIONS A total of 95,000 new shares of Aldata Solution Oyj have been subscribed for with the company 's 2003A stock options 	neutral
655	In the second quarter of 2010 , Raute 's net loss narrowed to EUR 123,000 from EUR 1.5 million in the same period of 2009 	positive
1200	Completion of the transaction is subject to a final agreement and a Due Diligence process 	neutral
369	Stora Enso 's third-quarter pre-tax profit doubled to EUR 197mn 	positive
4217	( ADPnews ) - Dec 30 , 2009 - Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will furlough employee in its unit Reka Cables Ltd for less than 90 days , starting in January 2010 	neutral
713	Both loans will be used to finance strategic investments such as shopping center redevelopment projects and refinancing of maturing debt 	positive
2715	` Nordic infrastructure construction is one of our strategic growth areas 	neutral
513	The corresponding increase in the share capital , EUR422 ,754 , has been entered in the Trade Register today 	neutral
992	This acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services 	positive
2692	This release is not an offer of securities for sale into the United States or elsewhere 	neutral
2765	According to the announcement of the Helsinki Stock Exchange the share of Sentera shall be delisted from the NM-list of the Helsinki Stock Exchange accordingly 	neutral
4126	Possible personnel reductions concern approximately 104 people 	negative
2161	Net sales in 2007 are expected to be 10 % up on 2006 	positive
1271	Jon Risfelt is 49 years old holds a Master of Science in Chemical Engineering from the Swedish Royal Institute of Technology 	neutral
3148	Temporary lay-offs , affecting the entire workforce , will also be implemented 	negative
1785	Lee & Man Paper and Metso have a long and prosperous co-operation , a good example of which are the Changshu and Hongmei kraftliner machines delivered earlier 	positive
1013	About Marubeni Marubeni Corporation TSE : 8002 ; ADR : MARUY was established in 1858 , and is a core company of Marubeni Group , one of Japan 's leading general trading houses 	positive
468	`` Ruukki is now included on DJSI World for the second year running and the European DJSI STOXX for the third year running 	neutral
1125	`` Directors and shareholders alike should ask why these practices were allowed to continue . '	neutral
1312	Pertti Ervi is independent from the Company and its major shareholders 	neutral
1427	The solutions will be used for upgrading the networks of a Russian MSO in 37 different cities in Russia 	positive
794	` This is a repeat order to follow successfully installed 159 elevators in the same Delhi metro system , ' Kone spokeswoman told Thomson Financial News 	positive
4107	The extracted filtrates are very high in clarity while the dried filter cakes meet required transport moisture limits (TMLs)for their ore grades 	neutral
248	Operating profit rose to EUR 27.8 mn from EUR 17.5 mn in 2008 	positive
4499	W+ñrtsil+ñ 's solution has been selected for its low fuel consumption , environmentally sound technology , and global service support 	positive
2461	Finnlines will announce in week 17 of 2006 what measures it will take to tackle the situation 	neutral
3045	New Novator products are supposed to be exported 	neutral
845	Hearst will be able to consolidate about 20 % of all Russian market for advertising in press after the purchase 	positive
515	The corresponding increase in the share capital due to these subscriptions with the warrants , in total EUR 1,860.74 , was registered with the Finnish Trade Register on January 4 , 2008 	neutral
4464	`` We 're delighted with the move '' says Morna Cowie , co-owner , above , `` it 's double the size of our current shop and has a lovely feel to it . '	positive
1878	We are very excited working with Maxis on this first commercial deployment of ` Master of Maya ' , said Joe Doering , Head of the Asia South region at Nokia Siemens Networks 	positive
1639	The new system , which will include 60 MC3090 PDAs from Motorola , to be used by 60 Poundstretcher operatives across 3 shifts , will integrate in real-time with the company s existing Warehouse Management System , Aldata G.O.L.D Stock , which went live in May 2008 	neutral
2801	An earn-out payment of up to 4.0 mln euro ( $ 5.3 mln ) can also be paid depending on Intellibis financial performance in 2007 	neutral
4544	PGE Belchatow runs the 4.44 GW Belchatow coal-fired power plant , and Fortum has intentions to start a CCS demonstration project jointly with Teollisuuden Voima Oyj ( TVO ) - another Finnish utility - at the their jointly owned 565MW Meri-Pori coal-fired facility 	neutral
1390	The interchange of Editors-in-Chief is a part of publisher 's goal to enhance job circulation in all personnel groups 	neutral
27	Operating profit for the nine-month period increased from EUR13 .6 m , while net sales increased from EUR394 .7 m , as compared to the corresponding period in 2005 	positive
397	Finnish Talvivaara Mining Co HEL : TLV1V said Thursday it had picked BofA Merrill Lynch and JPMorgan NYSE : JPM as joint bookrunners of its planned issue of convertible notes worth up to EUR250m USD332m 	neutral
3613	However , the production is almost entirely very labor intensive and based on small investments only 	neutral
492	HELSINKI AFX - KCI Konecranes said it has raised its stake in MMH Holdings Inc , the owner of US-based Morris Materials Handling , to 90.9 pct from 74.5 pct 	positive
2580	Teleste has some 30 offices worldwide and is listed on the Nordic Exchange in Helsinki 	neutral
621	Cameco is to provide an upfront investment of up to USD 60mn for the construction of the uranium extraction circuit 	neutral
1088	The Daily Graphic newspaper , in October , reported an initiative being embarked upon by the Fidelity Bank to partner Ghana Post , which has offices across the country , to offer financial services to the unbanked and under-banked in the country 	neutral
2497	Kemira , headquartered in Helsinki , Finland , is an international chemicals group comprising the business areas Kemira Pulp & Paper , Kemira Water , Kemira Specialty and Kemira Coatings 	neutral
1086	The cooperation with airBaltic is expected to lead to the transfer of Finncomm to the ownership of airBaltic in time 	neutral
4151	According to Swedish authorities , traces of the very toxic osmium tetroxide have been found on the coast of Per+ñmeri , the Northernmost part of the Gulf of Bothnia 	negative
4150	A worm set to activate Friday will corrupt documents using the most common file types , including '' 	neutral
3859	The Group 's turnover in 2006 was EUR 39.2 million , and operating profit was EUR 3.9 million 	neutral
1848	Honkarakenne Oyj - a world-leading manufacturer of genuine wooden homes - will be sponsoring Finnish crosscountry skier Virpi Kuitunen for the next three years 	neutral
3984	With the new arrangement , customer responsibilities will become mainly regional 	neutral
4610	At 12.01 pm , the OMX Helsinki 25 was down 0.66 pct to 3,143.57 and the OMX Helsinki was 0.67 pct lower at 10,530.74 on 253 mln eur turnover 	negative
1913	Sanoma Learning & Literature , offering print and digital learning materials , is present in eleven countries 	neutral
3796	The company has 120 employees and annual sales of approximately EUR16m 	neutral
695	The European Central Bank ECB is anticipated to raise its benchmark interest rate in the second half of 2011 at the earliest 	neutral
4028	Loss for the period totalled EUR 15.6 mn compared to a profit of EUR 6.3 mn in 2008 	negative
1113	This implementation will upgrade the existing system , enabling voicemail and video mail to be housed on the same platform 	neutral
2	The international electronic industry company Elcoteq has laid off tens of employees from its Tallinn facility ; contrary to earlier layoffs the company contracted the ranks of its office workers , the daily Postimees reported 	negative
2025	Latin America currently accounts for approximately 40 % of sales at Finnish BSS-OSS and VAS supplier for telecoms operators Tecnotree , company president and CEO Eero Mertano told BNamericas 	neutral
1774	15 December 2010 - Finnish-German telecoms equipment maker Nokia Siemens Networks said today it won a contract to upgrade the radio network of home-based telecommunications company Elisa Oyj HEL : ELI1V 	positive
3211	The company will propose a dividend of EUR0 .12 per share for 2008 	neutral
460	To be number one means creating added value for stakeholders in everything we do 	neutral
714	The stock price rose 70.0 ores or 0.9 % to close at SEK77 .65 , ending a two-day streak of losses 	positive
1315	Poyry is recognized as one of the world 's leading advisors to the global forestry industry 	positive
2312	The impact on TietoEnator 's net sales for 2008 from the purchase is expected to be some 11 mln euro $ 15.9 mln 	neutral
1348	Tekla provides 3D software for building and infrastructure engineering , with a focus on building information modelling of steel and concrete structures from design to construction 	neutral
3350	The sales price was not disclosed 	neutral
2044	The estimated turnover of the new company is LVL 2,5 million EEK 40 million 	neutral
110	Kalmar Espana generated net sales of some 11.3 mln euro $ 14.8 mln in 2005 	neutral
1564	NetCom expects to complete Turbo 3G deployment in these areas this year 	neutral
1822	With Aldata , we can help retailers ensure that their merchandising and selections reflect customer demand and their evolving shopping behavior . '	neutral
3674	Marketing will use Tikkurila 's existing infra structure and local knowledge in Russia 	neutral
4563	`` Small firms are suffering at the moment because they are likely to have money trouble , '' he added 	negative
65	KESKO CORPORATION STOCK EXCHANGE RELEASE 28.02.2008 AT 09.30 1 ( 1 ) Kesko Corporation and Aspo plc today signed an agreement by which Aspo acquires the share capital of Kauko-Telko Ltd , a subsidiary wholly owned by Kesko 	positive
3892	The proposal of the shareholders to elect Mr. Hannu Krogerus to the Board is based on his long and unrivalled experience and knowledge of all matters related to Elcoteq 	neutral
3478	`` Lemminkainen Talo Oy 's Lahti office is a significant logistics and business premises constructor 	neutral
2980	It is Estonia 's second-largest meat processing company by market share ( according to AC Nielsen 's 2008 data , 13 percent ) 	neutral
3611	HK Ruokatalo 's target is to know the consumers 	neutral
2121	In 2008 , the deal is likely to bring savings of EUR 20mn-25mn 	positive
1768	Tieto offers Aktia a good foundation and the required support services for implementing the update project , ' says Juha Volotinen , responsible for Aktia 's web services 	positive
362	Return on capital employed rose by 4.8 percentage points to 19.6 % 	positive
4625	Body The credit falls due February 24 , 2014 	neutral
3498	A total of 140 jobs will be reduced at the Raahe Steel Works 	negative
197	Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 	positive
2957	In terms of power generation , Fortum produced 39.3 TWh of electricity during the first nine months of 2006 , compared with 38.0 TWh during the same period in 2005 , according to figures released in the group 's latest financial results 	neutral
109	International sales rose by 59.8 % to EUR 1,244.4 mn 	positive
